id	work_id	work	year	source_locator	source_witness_sha256	mathlib_coverage	mathlib_declarations	local_contribution	local_declaration	build_status	receipt	axioms	qa_effect	limitations
NOETH-SCHM-1920-SATZ-IV	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz IV line 10513	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	No direct indecomposable-module or Krull–Schmidt existence declaration found in bounded relevant subtrees	NONE		dependency_graph_recorded			neutral	Needs finite indecomposable decomposition from a Noetherian/well-founded submodule lattice and translation to total-coprime irreducible intersections.
NOETH-SCHM-1920-DIAGONAL-UNIQUENESS	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	unnumbered uniqueness argument lines 10557–10567	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	NEW_PACKAGING	orthogonal-idempotent and direct-sum module infrastructure only	NONE		audit_complete_development_open			neutral	Actual uniqueness holds when cross-idempotent products are diagonal; commutation is sufficient. The source's division by k−1 at 10437–10440 is separately recorded as a characteristic-sensitive proof caution.
NOETH-SCHM-1920-SATZ-V	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz V lines 10620–10624	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Submodule.linearEquiv_of_sSup_eq_top; Submodule.linearEquiv_of_le_sSup; IsSemisimpleModule	NONE		audit_complete_development_open			neutral	Mathlib supplies the simple-factor matching core; identical embedded decompositions under unique matching and duplicate-factor clauses need source-shaped packaging.
NOETH-SCHM-1920-SATZ-VI	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	same-kind definition lines 10630–10640; Satz VI line 10644	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Submodule quotient lifts; LinearMap.mulRight; LinearEquiv primitives	NONE		dependency_graph_recorded			neutral	High-value source-specific target: define the two-sided intertwining predicate using right multiplication and prove it iff the quotient left modules are linearly equivalent.
NOETH-SCHM-1920-SATZ-VII	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz VII line 10681	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	simple-factor matching infrastructure; conditional on the missing Satz VI dictionary	NONE		dependency_graph_recorded			neutral	Translates Satz V to total-coprime prime-module/lcm decompositions; modern factor matching is only part of the result.
NOETH-SCHM-1920-SATZ-VIII	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz VIII line 10690; proof lower bound line 10696	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	semisimple direct-sum and isotypic-component infrastructure only	NONE		dependency_graph_recorded			neutral	Infinitely many distinct embedded decompositions over an infinite central constant field are not packaged. A formal statement must include at least two factors; statement scope is open canon review.
NOETH-SCHM-1920-SATZ-IX	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz IX lines 10882–10886	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	IsSemisimpleModule and isotypic components are a scaffold	NONE		dependency_graph_recorded			neutral	The iff between infinitely many prime decompositions and repeated same-kind factors needs embedded-decomposition and source-divisor infrastructure.
NOETH-SCHM-1920-HILFSSATZ	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Hilfssatz lines 10890–10892	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Submodule.linearEquiv_of_le_sSup; simple-factor matching	NONE		audit_complete_development_open			neutral	Near-exact abstract matching core; the additional prime-divisor and same-kind presentation still depends on the source dictionary and Satz VI.
NOETH-SCHM-1920-SATZ-X	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz X line 10906	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	No exact greatest-semisimple-divisor or infinitude criterion found	NONE		dependency_graph_recorded			neutral	Requires a formal greatest fully reducible divisor and the same-kind prime-divisor criterion over infinitely many central constants.
NOETH-SCHM-1920-SATZ-XI	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz XI line 10918; analytic qualifications lines 10920–10921	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	finite-dimensional linear algebra exists; no matching skew differential-operator and analytic PDE solution theorem found	NONE		dependency_graph_recorded			neutral	Formalization needs the later analytic/regular-locus hypotheses, differential operator semantics, formal integrability, and the finite PDE converse.
NOETH-SCHM-1920-SATZ-XII	P17	Moduln in nichtkommutativen Bereichen, insbesondere aus Differential- und Differenzenausdrücken	1920	Satz XII line 10970; transport identities lines 10972–10979	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	DEFERRED_INFRASTRUCTURE	quotient/intertwiner linear algebra can package the inverse-on-kernels component	NONE		dependency_graph_recorded			neutral	The concrete mutually inverse differential-operator transport of complete analytic solution spaces depends on the missing operator/PDE layer.
NOETH-1927-AXIOMS-I-V	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	axioms I–V and characterization lines 14354–14389; proof correction lines 14391–14404	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsDedekindDomain; isDedekindDomain_iff; Ring.DimensionLEOne	NONE		audit_complete_development_open			historical_correction_recorded	Mathlib replaces source Axiom II by dimension at most one. Noether's correction of the 1921 unassumed-unit proof is authorial mathematics, not a transcription defect.
NOETH-1927-AXIOM-II-BRIDGE	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Axiom II lines 14377–14380	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	FORMALIZED_GAP	IsArtinianRing; Ring.DimensionLEOne; Ideal.krullDimLE_zero_quotient_iff_forall_minimalPrimes_isMaximal; IsNoetherianRing.isArtinianRing_of_krullDimLE_zero; IsArtinianRing.isField_of_isDomain; isNoetherianRing_of_surjective	FORMALIZED_BRIDGE	MathematicalCommons.Noether.DedekindTheory1927.artinian_nonzero_quotients_iff_dimensionLEOne	built_v4.31.0	artifacts/build/DedekindTheory1927-20260825T0030012236532-128b5301.receipt.json	propext; Classical.choice; Quot.sound	neutral	The promoted equivalence needs only commutativity and Noetherianity, not a domain assumption. It packages both directions through Artinian-domain fields, minimal primes of quotients, and the Noetherian zero-dimensional Artinian theorem; it is not the full five-axiom characterization.
NOETH-1927-INTEGRAL-FINITE-ORDER	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	integrality definitions lines 14589–14627; Hilfssatz lines 14633–14635	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsIntegral; Algebra.IsIntegral.of_finite; Algebra.finite_adjoin_simple_of_isIntegral	NONE		audit_complete_development_open			neutral	Mathlib uses monic polynomials and finite algebra/module structures; the source's three-definition equivalence and finite-order wording are not packaged verbatim.
NOETH-1927-INTEGRAL-TRANSITIVITY	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	transitive law lines 14666–14678	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	isIntegral_trans; Algebra.IsIntegral	NONE		audit_complete_no_local_code			neutral	Exact modern algebra-tower form; no source-shaped wrapper is needed for mathematical coverage.
NOETH-1927-DEDEKIND-COR-I	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Dedekindsche Folgerung I lines 14693–14715	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	IsIntegral; IsNoetherianRing; integralClosure	NONE		dependency_graph_recorded			neutral	No exact declaration was found for the last integral term in the sequence c, cβ, cβ², ...; the bounded proof should expose the source's nonintegrality and nonzero hypotheses.
NOETH-1927-DEDEKIND-COR-II	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Dedekindsche Folgerung II lines 14726–14740	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	FractionRing; IsIntegral; IsIntegrallyClosed	NONE		dependency_graph_recorded			neutral	Source-shaped numerator-square theorem: a nonintegral fraction β admits β=m/n with m²/n nonintegral. No exact pinned declaration was found.
NOETH-1927-MODULSATZ	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Modulsatz lines 14772–14775; corollary lines 14827–14830	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Module.Finite; IsNoetherian; IsArtinian; IsNoetherianRing.of_finite; IsArtinianRing.of_finite	NONE		audit_complete_development_open			neutral	Modern transfer is instance-driven. The source's quotient-modulo-module corollary has extra nonzero-coordinate-ideal conditions not separately packaged.
NOETH-1927-FINITE-EXTENSION	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	§3 finite first-kind extension result lines 14875–14895	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsIntegralClosure.finite; IsIntegralClosure.isDedekindDomain; integralClosure.isDedekindDomain	NONE		audit_complete_no_local_code			neutral	Mathlib's theorem assumes a finite separable extension and packages the conclusion as preservation of the Dedekind-domain class.
NOETH-1927-ISOMORPHISM-CRT	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	§4 isomorphism theorems and direct-sum result lines 14913–14950	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	Ideal.quotientInfRingEquivPiQuotient; Ideal.quotientInfEquivQuotientProd; quotient and isomorphism APIs	NONE		audit_complete_no_local_code			neutral	Mathlib gives modern quotient and CRT equivalences; the source notation reverses ideal divisibility/inclusion conventions.
NOETH-1927-SATZ-I	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz I line 15004	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	exists_infIrred_decomposition	NONE		audit_complete_no_local_code			neutral	Mathlib uses finite infima and the order-theoretic InfIrred predicate rather than Noether's lcm/divisor terminology.
NOETH-1927-SATZ-II	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz II line 15011	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	InfIrred.isPrimary	NONE		audit_complete_no_local_code			neutral	The Mathlib theorem is at submodule generality and specializes directly to ideals.
NOETH-1927-SATZ-III	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz III line 15034	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Submodule.isLasker; IsMinimalPrimaryDecomposition.image_radical_eq_associated_primes	NONE		audit_complete_development_open			neutral	Existence and distinct associated-prime packaging are modern; a source-ordered theorem matching the 1927 proof is not yet local.
NOETH-1927-ARTINIAN-DOMAIN-FIELD	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	§7 fact line 15046	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	IsArtinianRing.isField_of_isDomain	NONE		audit_complete_no_local_code			neutral	This is the key forward ingredient proposed for the source Axiom-II bridge.
NOETH-1927-SATZ-IV	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz IV line 15065	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	IsMinimalPrimaryDecomposition.image_radical_eq_associated_primes; comap-localization uniqueness APIs	NONE		audit_complete_development_open			neutral	Mathlib has stronger modern primary-decomposition uniqueness statements; matching Noether's nonunit components under her double-chain hypothesis needs source-shaped packaging.
NOETH-1927-SATZ-V	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz V line 15081; Hilfssatz and Zusatz lines 15089–15091	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	primary decomposition; Ideal.quotientInfRingEquivPiQuotient; pairwise coprime ideal infrastructure	NONE		dependency_graph_recorded			neutral	The exact unique product of pairwise coprime primary components was not found as one pinned declaration; it should be derived without conflating infimum and product before coprimality is proved.
NOETH-1927-SATZ-VI	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Satz VI line 15233; prime-power lemmas lines 15108–15231	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_MODERN_FORM	Ideal.uniqueFactorizationMonoid; Ideal.dvd_iff_le; Ideal.finite_factors; Ideal.finprod_heightOneSpectrum_factorization	NONE		audit_complete_no_local_code			neutral	Mathlib expresses unique factorization through a UFM instance and height-one-prime products rather than Noether's displayed finite prime-power product.
NOETH-1927-FACTORIZATION-CONVERSE	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	converse development lines 15243–15369	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	Ideal.uniqueFactorizationMonoid; isDedekindDomain_iff; FractionalIdeal.semifield	NONE		dependency_graph_recorded			neutral	Individual consequences are available, but no source-shaped package was found deriving all five axioms from Noether's sharp unique prime-power factorization hypothesis.
NOETH-1927-FRACTIONAL-IDEAL-GROUP	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	§9 Satz lines 15318–15341	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	FractionalIdeal.semifield	NONE		audit_complete_no_local_code			neutral	The semifield structure is stronger than the source's abelian group of nonzero finite fractional ideals.
NOETH-1927-FINITE-LENGTH	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	§10 double-chain/composition-series equivalence lines 15415–15438	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	exists_compositionSeries_of_isNoetherian_isArtinian; isFiniteLength_iff_isNoetherian_isArtinian; isFiniteLength_iff_exists_compositionSeries	NONE		audit_complete_no_local_code			neutral	Mathlib packages both chain conditions as finite length and the existence of a composition series.
NOETH-1927-JORDAN-HOLDER	P30	Abstrakter Aufbau der Idealtheorie in algebraischen Zahl- und Funktionenkörpern	1927	Jordan–Hölder statement lines 15464–15467; proof lines 15507–15527	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	MATHLIB_EXACT	JordanHolderModule.instJordanHolderLattice; CompositionSeries.jordan_holder; CompositionSeries.Equivalent.length_eq	NONE		audit_complete_no_local_code			neutral	Modern equivalence identifies length and composition factors up to permutation and the lattice's factor isomorphisms.
NOETH-1919-BINARY-INTEGRAL-INVARIANTS-FG	P15	Die Endlichkeit des Systems der ganzzahligen Invarianten binärer Formen	1919	main statement lines 9303–9305; one-form conclusion line 9513; systems line 9515	EE226847656BC4D65EDDA9E9BF9BB1D25797C0C6D672D267D94A97FD88C7AD58	GAP_CANDIDATE	fixed-ring integrality and Artin–Tate are abstract ingredients only	NONE		dependency_graph_recorded			neutral	Requires the raw-coefficient binary-form action, relative invariants over the integers, factored-form transport, and the integral relation/denominator arguments.
